106	5	-64.77	5	-252.77
107	5	-64.77	5	-252.77
108	5	-64.77	5	-252.77
109	5	-245.68	5	-403.96
110	5	-245.68	5	-427.41
111	5	-250.68	5	-403.96
112	5	-250.68	5	-427.41
113	5	-255.68	5	-403.96
114	5	-255.68	5	-427.41
115	5	-260.68	5	-403.96
116	5	-260.68	5	-427.41
117	5	115.77	5	-406.71
118	5	115.77	5	-428.98
119	5	120.77	5	-406.71
120	5	120.77	5	-428.98
121	5	125.77	5	-406.71
122	5	125.77	5	-428.98
123	5	130.77	5	-406.71
124	5	130.77	5	-428.98
125	5	-245.68	5	396.62
126	5	-245.68	5	372.85
127	5	-250.68	5	396.62
128	5	-250.68	5	372.85
129	5	-255.68	5	396.62
130	5	-255.68	5	372.85
131	5	-260.68	5	396.62
132	5	-260.68	5	372.85
133	5	115.77	5	396.62
134	5	115.77	5	372.85
135	5	120.77	5	396.62
136	5	120.77	5	372.85
137	5	125.77	5	396.62
138	5	125.77	5	372.85
139	5	130.77	5	396.62
140	5	130.77	5	372.85
141	5	340.41	5	202.76
142	5	363	5	202.76
143	5	340.41	5	181.76
144	5	363	5	181.76
145	5	340.41	5	186.76
146	5	363	5	186.76
147	5	340.41	5	196.76
148	5	363	5	196.76
149	5	340.41	5	-183.61
150	5	363	5	-183.61
151	5	340.41	5	-189.61
152	5	363	5	-189.61
153	5	340.41	5	-195.98
154	5	363	5	-195.98
155	5	340.41	5	-202.98
156	5	363	5	-202.98
157	5	-446	5	-175
158	5	-426	5	-175
159	5	-446	5	-204
160	5	-426	5	-204
161	5	-446	5	-182
162	5	-426	5	-182
163	5	-446	5	-195
164	5	-426	5	-195
165	5	-446	5	175
166	5	-426	5	175
167	5	-446	5	204
168	5	-426	5	204
169	5	-446	5	182
170	5	-426	5	182
171	5	-446	5	195
172	5	-426	5	195
173	5	-256.63	5	0.3
174	5	-256.63	5	0.3
175	5	-256.63	5	0.3
176	5	-256.63	5	0.3
177	5	-256.63	5	0.3
178	5	-256.63	5	0.3
179	5	-256.63	5	0.3
180	5	-256.63	5	0.3
181	5	158.88	5	0.3
182	5	158.88	5	0.3
183	5	158.88	5	0.3
184	5	158.88	5	0.3
185	5	158.88	5	0.3
186	5	158.88	5	0.3
187	5	158.88	5	0.3
188	5	158.88	5	0.3
189	5	-71.2	5	222.87
190	5	-71.2	5	222.87
191	5	-71.2	5	222.87
192	5	-71.2	5	222.87
193	5	-71.2	5	222.87
194	5	-71.2	5	222.87
195	5	-71.2	5	222.87
196	5	-71.2	5	222.87
197	5	-64.77	5	-252.77
198	5	-64.77	5	-252.77
199	5	-64.77	5	-252.77
200	5	-64.77	5	-252.77
201	5	-64.77	5	-252.77
202	5	-64.77	5	-252.77
203	5	-64.77	5	-252.77
204	5	-64.77	5	-252.77
205	5	-118	5	86
206	5	-134	5	190
207	5	59	5	118
208	5	91	5	70
209	5	205	5	75
210	5	102	5	102
211	5	85	5	270
212	5	30	5	222
213	5	150	5	150
214	5	300	5	30
215	5	70	5	300
216	5	222	5	-86
217	5	250	5	-190
218	5	118	5	-118
219	5	134	5	-70
220	5	-59	5	-75
221	5	-91	5	-102
222	5	-205	5	-279
223	5	-102	5	-222
224	5	-85	5	-150
225	5	-30	5	-30
226	5	-150	5	-300
227	5	-300	5	86
228	5	-70	5	190
229	5	-222	5	118
230	5	-250	5	70
231	5	-59	5	75
232	5	-91	5	102
233	5	-205	5	270
234	5	-102	5	222
235	5	-85	5	150
236	5	-30	5	30
237	5	-150	5	300
238	5	-300	5	-86
239	5	-70	5	-190
240	5	-222	5	-118
241	5	-250	5	-70
242	5	59	5	-75
243	5	91	5	-102
244	5	205	5	-279
245	5	102	5	-222
246	5	85	5	-150
247	5	30	5	-30
248	5	150	5	-300
249	5	-118	5	86
250	5	-134	5	190
251	5	59	5	118
252	5	91	5	70
253	5	205	5	75
254	5	102	5	102
255	5	85	5	270
256	5	30	5	222
257	5	150	5	150
258	5	300	5	30
259	5	70	5	300
260	5	222	5	-86
261	5	250	5	-190
262	5	118	5	-118
263	5	134	5	-70
264	5	-59	5	-75
265	5	-91	5	-102
266	5	-205	5	-279
267	5	-102	5	-222
268	5	-85	5	-150
269	5	-30	5	-30
270	5	-150	5	-300
271	5	-300	5	86
272	5	-70	5	190
273	5	-222	5	118
274	5	-250	5	70
275	5	-59	5	75
276	5	-91	5	102
277	5	-205	5	270
278	5	-102	5	222
279	5	-85	5	150
280	5	-30	5	30
281	5	-150	5	300
282	5	-300	5	-86
283	5	-70	5	-190
284	5	-222	5	-118
285	5	-250	5	-70
286	5	59	5	-75
287	5	91	5	-102
288	5	205	5	-279
289	5	102	5	-222
290	5	85	5	-150
291	5	30	5	-30
292	5	150	5	-300
293	5	1	5	1
294	5	2	5	2
295	5	-1	5	-1
296	5	-2	5	-2
297	5	5	5	5
298	5	-5	5	-5
299	5	5	5	-5

