77	77	5	-426	5	195
78	78	5	-256.63	5	0.3
79	79	5	-256.63	5	0.3
80	80	5	-256.63	5	0.3
81	81	5	-256.63	5	0.3
82	82	5	-256.63	5	0.3
83	83	5	-256.63	5	0.3
84	84	5	-256.63	5	0.3
85	85	5	-256.63	5	0.3
86	86	5	158.88	5	0.3
87	87	5	158.88	5	0.3
88	88	5	158.88	5	0.3
89	89	5	158.88	5	0.3
90	90	5	158.88	5	0.3
91	91	5	158.88	5	0.3
92	92	5	158.88	5	0.3
93	93	5	158.88	5	0.3
94	94	5	-71.2	5	222.87
95	95	5	-71.2	5	222.87
96	96	5	-71.2	5	222.87
97	97	5	-71.2	5	222.87
98	98	5	-71.2	5	222.87
99	99	5	-71.2	5	222.87
100	100	5	-71.2	5	222.87
101	101	5	-71.2	5	222.87
102	102	5	-64.77	5	-252.77
103	103	5	-64.77	5	-252.77
104	104	5	-64.77	5	-252.77
105	105	5	-64.77	5	-252.77
106	106	5	-64.77	5	-252.77
107	107	5	-64.77	5	-252.77
108	108	5	-64.77	5	-252.77
109	109	5	-64.77	5	-252.77
110	110	5	-245.68	5	-403.96
111	111	5	-245.68	5	-427.41
112	112	5	-250.68	5	-403.96
113	113	5	-250.68	5	-427.41
114	114	5	-255.68	5	-403.96
115	115	5	-255.68	5	-427.41
116	116	5	-260.68	5	-403.96
117	117	5	-260.68	5	-427.41
118	118	5	115.77	5	-406.71
119	119	5	115.77	5	-428.98
120	120	5	120.77	5	-406.71
121	121	5	120.77	5	-428.98
122	122	5	125.77	5	-406.71
123	123	5	125.77	5	-428.98
124	124	5	130.77	5	-406.71
125	125	5	130.77	5	-428.98
126	126	5	-245.68	5	396.62
127	127	5	-245.68	5	372.85
128	128	5	-250.68	5	396.62
129	129	5	-250.68	5	372.85
130	130	5	-255.68	5	396.62
131	131	5	-255.68	5	372.85
132	132	5	-260.68	5	396.62
133	133	5	-260.68	5	372.85
134	134	5	115.77	5	396.62
135	135	5	115.77	5	372.85
136	136	5	120.77	5	396.62
137	137	5	120.77	5	372.85
138	138	5	125.77	5	396.62
139	139	5	125.77	5	372.85
140	140	5	130.77	5	396.62
141	141	5	130.77	5	372.85
142	142	5	340.41	5	202.76
143	143	5	363	5	202.76
144	144	5	340.41	5	181.76
145	145	5	363	5	181.76
146	146	5	340.41	5	186.76
147	147	5	363	5	186.76
148	148	5	340.41	5	196.76
149	149	5	363	5	196.76
150	150	5	340.41	5	-183.61
151	151	5	363	5	-183.61
152	152	5	340.41	5	-189.61
153	153	5	363	5	-189.61
154	154	5	340.41	5	-195.98
155	155	5	363	5	-195.98
156	156	5	340.41	5	-202.98
157	157	5	363	5	-202.98
158	158	5	-446	5	-175
159	159	5	-426	5	-175
160	160	5	-446	5	-204
161	161	5	-426	5	-204
162	162	5	-446	5	-182
163	163	5	-426	5	-182
164	164	5	-446	5	-195
165	165	5	-426	5	-195
166	166	5	-446	5	175
167	167	5	-426	5	175
168	168	5	-446	5	204
169	169	5	-426	5	204
170	170	5	-446	5	182
171	171	5	-426	5	182
172	172	5	-446	5	195
173	173	5	-426	5	195
174	174	5	-256.63	5	0.3
175	175	5	-256.63	5	0.3
176	176	5	-256.63	5	0.3
177	177	5	-256.63	5	0.3
178	178	5	-256.63	5	0.3
179	179	5	-256.63	5	0.3
180	180	5	-256.63	5	0.3
181	181	5	-256.63	5	0.3
182	182	5	158.88	5	0.3
183	183	5	158.88	5	0.3
184	184	5	158.88	5	0.3
185	185	5	158.88	5	0.3
186	186	5	158.88	5	0.3
187	187	5	158.88	5	0.3
188	188	5	158.88	5	0.3
189	189	5	158.88	5	0.3
190	190	5	-71.2	5	222.87
191	191	5	-71.2	5	222.87
192	192	5	-71.2	5	222.87
193	193	5	-71.2	5	222.87
194	194	5	-71.2	5	222.87
195	195	5	-71.2	5	222.87
196	196	5	-71.2	5	222.87
197	197	5	-71.2	5	222.87
198	198	5	-64.77	5	-252.77
199	199	5	-64.77	5	-252.77
200	200	5	-64.77	5	-252.77
201	201	5	-64.77	5	-252.77
202	202	5	-64.77	5	-252.77
203	203	5	-64.77	5	-252.77
204	204	5	-64.77	5	-252.77
205	205	5	-64.77	5	-252.77
206	206	5	-118	5	86
207	207	5	-134	5	190
208	208	5	59	5	118
209	209	5	91	5	70
210	210	5	205	5	75
211	211	5	102	5	102
212	212	5	85	5	270
213	213	5	30	5	222
214	214	5	150	5	150
215	215	5	300	5	30
216	216	5	70	5	300
217	217	5	222	5	-86
218	218	5	250	5	-190
219	219	5	118	5	-118
220	220	5	134	5	-70
221	221	5	-59	5	-75
222	222	5	-91	5	-102
223	223	5	-205	5	-279
224	224	5	-102	5	-222
225	225	5	-85	5	-150
226	226	5	-30	5	-30
227	227	5	-150	5	-300
228	228	5	-300	5	86
229	229	5	-70	5	190
230	230	5	-222	5	118
231	231	5	-250	5	70
232	232	5	-59	5	75
233	233	5	-91	5	102
234	234	5	-205	5	270
235	235	5	-102	5	222
236	236	5	-85	5	150
237	237	5	-30	5	30
238	238	5	-150	5	300
239	239	5	-300	5	-86
240	240	5	-70	5	-190
241	241	5	-222	5	-118
242	242	5	-250	5	-70
243	243	5	59	5	-75
244	244	5	91	5	-102
245	245	5	205	5	-279
246	246	5	102	5	-222
247	247	5	85	5	-150
248	248	5	30	5	-30
249	249	5	150	5	-300
250	250	5	-118	5	86
251	251	5	-134	5	190
252	252	5	59	5	118
253	253	5	91	5	70
254	254	5	205	5	75
255	255	5	102	5	102
256	256	5	85	5	270
257	257	5	30	5	222
258	258	5	150	5	150
259	259	5	300	5	30
260	260	5	70	5	300
261	261	5	222	5	-86
262	262	5	250	5	-190
263	263	5	118	5	-118
264	264	5	134	5	-70
265	265	5	-59	5	-75
266	266	5	-91	5	-102
267	267	5	-205	5	-279
268	268	5	-102	5	-222
269	269	5	-85	5	-150
270	270	5	-30	5	-30
271	271	5	-150	5	-300
272	272	5	-300	5	86
273	273	5	-70	5	190
274	274	5	-222	5	118
275	275	5	-250	5	70
276	276	5	-59	5	75
277	277	5	-91	5	102
278	278	5	-205	5	270
279	279	5	-102	5	222
280	280	5	-85	5	150
281	281	5	-30	5	30
282	282	5	-150	5	300
283	283	5	-300	5	-86
284	284	5	-70	5	-190
285	285	5	-222	5	-118
286	286	5	-250	5	-70
287	287	5	59	5	-75
288	288	5	91	5	-102
289	289	5	205	5	-279
290	290	5	102	5	-222
291	291	5	85	5	-150
292	292	5	30	5	-30
293	293	5	150	5	-300
294	294	5	1	5	1
295	295	5	2	5	2
296	296	5	-1	5	-1
297	297	5	-2	5	-2
298	298	5	5	5	5
299	299	5	-5	5	-5
300	300	5	5	5	-5
